idx,local_name,gold_modality,spires_modality,spires_match_modality,gold_anatomy_focus,spires_anatomy_focus,spires_match_anatomy_focus,gold_anatomy_region,spires_anatomy_region,spires_match_anatomy_region,gold_laterality,spires_laterality,spires_match_laterality,gold_contrast,spires_contrast,spires_match_contrast,gold_view,spires_view,spires_match_view,gold_guidance_action,spires_guidance_action,spires_match_guidance_action,gold_guidance_object,spires_guidance_object,spires_match_guidance_object,gold_timing,spires_timing,spires_match_timing,gold_reason,spires_reason,spires_match_reason
138,SONO Foot Rt(족부관절 편측),,US,False,,foot,False,,lower extremity,False,,right,False,WO,WO,True,,,True,,,True,,,True,,,True,,,True
139,Hand Both PA (PED 0-24mo),XR,,False,hand,hand,True,upper extremity,upper extremity,True,bilateral,bilateral,True,WO,,False,view; pa,PA,False,,,True,,,True,,,True,,,True
140,SONO Doppler Liver,US,US,True,abdominal vessels,liver,False,abdomen,abdomen,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
141,SONO Doppler Liver (Detailed) (소아),US,US,True,abdominal vessels,liver,False,abdomen,abdomen,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
142,PM(PET/MRI)-Rt Lower leg (contrast)MRI,MR,PET,False,lower leg,lower leg,True,lower extremity,lower extremity,True,right,right,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
143,MRI Lt Brachial plexus + Neurography (contrast),MR,MR,True,,brachial plexus,False,upper extremity,neck,False,left,left,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
144,MRI Larynx (contrast),MR,MR,True,larynx,larynx,True,head,neck,False,,unspecified,False,W,W,True,,,True,,,True,,,True,w,,False,,,True
145,(HPC) D-L-spine Lat(standing),XR,,False,spine.lumbar,spine,False,abdomen,lower extremity,False,,unspecified,False,WO,,False,view; lateral,Lateral,False,,,True,,,True,w,,False,,,True
146,Both Pulmonary arteriography,RF,,False,pulmonary arteries,pulmonary artery,False,chest,chest,True,bilateral,bilateral,True,W,,False,Views,,False,,,True,,,True,w,,False,,,True
147,MRI Lt Ankle arthrography (contrast),MR,MR,True,ankle,ankle,True,lower extremity,lower extremity,True,left,left,True,WO,W,False,,,True,,,True,,,True,w,,False,,,True
148,SONO-GUIDED PROCEDURE III (INT),,US,False,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
149,MRI RT Plan T-Spine (contrast),MR,MR,True,spine.thoracic,spine,False,chest,spine,False,,unspecified,False,W,W,True,,,True,,,True,,,True,w,,False,,,True
150,PM(PET/MRI)-ABD(Liver)+Pelvis (contrast)MRI,MR,PET,False,,liver,False,abdomen,abdomen,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
151,MRI SWIFT Brain (noncontrast) (Research),MR,MR,True,brain,brain,True,head,head,True,,,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
152,Rt Ext. iliac arteriography,RF,NM,False,lower extremity arteries,iliac artery,False,lower extremity,lower extremity,True,right,right,True,W,,False,Views,,False,,,True,,,True,w,,False,,,True
153,MRI Research - YNE (TBI),MR,MR,True,brain,,False,head,,False,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
154,MRI Pancreatobiliary NRF Research (contrast),MR,MR,True,pancreas,pancreas,True,abdomen,abdomen,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
155,Embolization : Rt uterine,,,True,,uterine,False,,pelvis,False,,right,False,,,True,,,True,,embolization,False,,,True,,,True,,,True
156,MRI Research-mTBI-cohort,,MR,False,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
157,MRI Research - C-spine KSM_GN42272,MR,MR,True,spine.cervical,spine,False,neck,neck,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
158,MRI Rectum + Whole body diffusion (contrast),MR,MR,True,,rectum,False,abdomen,whole body,False,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
159,EBD tube check,RF,,False,tube,,False,xxx,,False,,,True,W,,False,Views,,False,,,True,,,True,w,,False,patency,,False
160,(외부)Myelo-(whole spine),RF,,False,spine.cervical,spine,False,neck,whole body,False,,,True,W,,False,Views,,False,,,True,,,True,w,,False,,,True
161,PET/MR Research Brain-LDS-1st,MR,PET,False,brain,brain,True,head,head,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
162,MRI Lt Knee (noncontrast),MR,MR,True,knee,knee,True,lower extremity,lower extremity,True,left,left,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
163,Dural A.V.F embolization (Artery),,,True,,,True,,,True,,,True,WO,,False,,,True,,embolization,False,,a.v.f,False,,,True,,,True
164,SONO Research ARFI-Tm-LJY,,US,False,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
165,SONO-GUIDED PROCEDURE III (INT),,US,False,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
166,SONO Appendix (충수),US,US,True,appendix,appendix,True,abdomen,abdomen,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
167,Thoracic aortography,RF,,False,aorta.thoracic,aorta,False,chest,chest,True,,unspecified,False,W,W,True,Views,,False,,,True,,,True,w,,False,,,True
168,UGIS-Gastrografin,RF,,False,gastrointestinal tract.upper,,False,abdomen,,False,,,True,W,W,True,Views,,False,,,True,,,True,w,,False,,,True
169,SONO Radiology consult OB - 1st trimester,US,US,True,,,True,pelvis,abdomen,False,,,True,W,,False,,,True,,,True,,,True,,,True,first trimester,,False
170,D-L-spine Rt Bending AP,XR,,False,spine.lumbar,spine,False,abdomen,lower extremity,False,,right,False,WO,,False,view; ap,AP,False,,,True,,,True,w,,False,,,True
171,"TFCA, Rt Common carotid artery",RF,,False,carotid arteries,artery,False,head,neck,False,right,right,True,W,,False,Views,,False,,,True,,,True,w,,False,,,True
172,Wrist Both Billiard,XR,,False,hand,wrist,False,upper extremity,upper extremity,True,bilateral,bilateral,True,WO,,False,view,,False,,,True,,,True,,,True,,,True
173,Wrist Lt Lat(Fx.),XR,XR,True,wrist,wrist,True,upper extremity,lower extremity,False,left,left,True,WO,WO,True,view; lateral,Lateral,False,,,True,,,True,,,True,,,True
174,PCN tube check Lt,,,True,,,True,,,True,,left,False,,,True,,,True,,,True,,,True,,,True,,,True
175,Arthrography Rt (MRI 검사용),MR,MR,True,joint,joint,True,xxx,lower extremity,False,,right,False,WO,W,False,,,True,,,True,,,True,w,,False,,,True
176,CT (Metal) Lower Extremity alignment+3D (noncontrast),CT,CT,True,,lower extremity,False,lower extremity,lower extremity,True,unspecified,unspecified,True,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,,True
177,Brain A.V.M. embolization,,,True,,brain,False,,head,False,,unspecified,False,WO,,False,,,True,,embolization,False,,,True,,,True,,,True
178,MRI Lt Hip arthrography(contrast),MR,MR,True,hip,hip,True,lower extremity,lower extremity,True,left,left,True,WO,W,False,,,True,,,True,,,True,w,,False,,,True
179,MRI C-T-LS-spine Myelogram (noncontrast),MR,MR,True,spine.cervical,spine,False,neck,lower extremity,False,,,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
180,SONO Liver (Detailed) (Contrast) (Sonazoid* Kit),US,US,True,liver,liver,True,abdomen,abdomen,True,,,True,WO,W,False,,,True,,,True,,,True,,,True,,,True
181,CT (Metal) Rt Knee Trauma + 3D (noncontrast),CT,CT,True,knee,knee,True,lower extremity,lower extremity,True,right,right,True,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,trauma,False
182,Lower leg Rt Lat,,,True,,lower leg,False,,lower extremity,False,,right,False,,,True,,Lateral,False,,,True,,,True,,,True,,,True
183,(외부)PM(PET/MRI)-MRI-Upper extremity,MR,PET,False,,,True,upper extremity,upper extremity,True,unspecified,,False,WO,,False,,,True,,,True,,,True,,,True,,,True
184,Lt Biliary Stent Placement,,,True,biliary ducts,biliary stent,False,abdomen,abdomen,True,,left,False,W,,False,,,True,placement,placement,True,stent,stent,True,,,True,,,True
185,MRI Research GS-4566 Rt (contrast),MR,MR,True,,,True,breast,,False,right,right,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
186,MRI Angiography - Abdominal Aorta (contrast),MR,MR,True,abdominal vessels,aorta,False,abdomen,abdomen,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
187,Embolization : gastroesoph.varix,,,True,,varix,False,,abdomen,False,,unspecified,False,WO,,False,,,True,,embolization,False,,gastroesophageal varix,False,,,True,,,True
188,소아SONO Research PED-LSH,US,US,True,,,True,,,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
189,Lower leg Lt AP,XR,,False,,lower leg,False,lower extremity,lower extremity,True,left,left,True,WO,,False,view; ap,AP,False,,,True,,,True,w,,False,,,True
190,Infusion for thrombolysis: Extracranial,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,thrombolysis,False
191,PCN Lt (INT),,,True,,,True,,,True,,left,False,,,True,,,True,,,True,,,True,,,True,,,True
192,CT Abdomen+Pelvis 3D (noncontrast),CT,CT,True,,abdomen,False,abdomen,abdomen,True,,,True,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,,True
193,Esophageal stent placement,,,True,,esophagus,False,,abdomen,False,,unspecified,False,,,True,,,True,,placement,False,,stent,False,,,True,,,True
194,Rt Subclavian arteriography (INT),RF,NM,False,subclavian artery,subclavian artery,True,chest,upper extremity,False,right,right,True,W,W,True,Views,,False,,,True,,,True,w,,False,,,True
195,CT Research Chest -ATHENA/CALLA (contrast_NO CM),CT,CT,True,,,True,chest,chest,True,,unspecified,False,WO,WO,True,,,True,,,True,,,True,,,True,,,True
196,SONO MWA GU (경피적) : 신장암 - 추가시행시,US,US,True,kidney,kidney,True,abdomen,abdomen,True,unspecified,,False,WO,,False,,,True,ablation,,False,tissue,,False,,,True,,kidney cancer,False
197,Ped MRI Chest (contrast),MR,MR,True,,,True,chest,chest,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
198,(외부)CT-Abdomen & Pelvis (Abdomen),CT,CT,True,,abdomen,False,abdomen,abdomen,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
199,CT (Metal) Rt Elbow + 3D (noncontrast),CT,CT,True,elbow,elbow,True,upper extremity,upper extremity,True,right,right,True,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,,True
200,CT Lt Upper arm + 3D (contrast),CT,CT,True,,upper arm,False,upper extremity,upper extremity,True,left,left,True,W,W,True,,3D,False,,,True,,,True,w,,False,,,True
201,CT Abdomen+Pelvis (noncontrast),CT,CT,True,,abdomen,False,abdomen,abdomen,True,,,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
202,"TFCA, Lt Common carotid artery",RF,,False,carotid arteries,artery,False,head,neck,False,left,left,True,W,,False,Views,,False,,,True,,,True,w,,False,,,True
203,SONO Transvaginal,US,US,True,,,True,pelvis,pelvis,True,,unspecified,False,WO,,False,transvaginal,,False,,,True,,,True,,,True,,,True
204,Vascular stents : iliac a.,,,True,,iliac artery,False,,pelvis,False,,unspecified,False,,,True,,,True,,placement,False,,stent,False,,,True,,,True
205,(HPC) C-spine AP,XR,,False,spine.cervical,cervical spine,False,neck,spine,False,,unspecified,False,WO,WO,True,view; ap,AP,False,,,True,,,True,,,True,,,True
206,Toe Lt (B)Obl,XR,,False,toes,toe,False,lower extremity,lower extremity,True,bilateral,left,False,WO,,False,Views,Oblique,False,,,True,,,True,,,True,,,True
207,Vascular stents : subclavian a.,,,True,,subclavian artery,False,,neck,False,,unspecified,False,,,True,,,True,,placement,False,,stent,False,,,True,,,True
208,MRI Research - CSH(YAD),MR,MR,True,,,True,,,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
209,CT Sternum + 3D (noncontrast),CT,CT,True,sternum,sternum,True,chest,chest,True,,unspecified,False,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,,True
210,SONO Bowel (portable) (소아),US,US,True,,bowel,False,abdomen,abdomen,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
211,MRI Research - DWASL,MR,MR,True,,,True,,,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
212,CT Angio + 3D Brain + Venography(contrast),CT,CTA,False,head arteries,brain,False,head,head,True,,unspecified,False,W,W,True,,3D,False,,,True,,,True,w,,False,,,True
213,MRI RT Plan T-Spine (non contrast),MR,MR,True,spine.thoracic,spine,False,chest,lower extremity,False,,unspecified,False,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
214,Angioplasty: Intracranial arteries,RF,,False,carotid artery.intracranial,arteries,False,head,head,True,,,True,W,,False,,,True,angioplasty,,False,,,True,w,,False,,,True
215,MRI Urography (소아 dynamic study) (contrast),MR,MR,True,,kidney,False,abdomen,abdomen,True,,unspecified,False,W,W,True,,,True,,,True,,,True,w,dynamic,False,,,True
216,Diagnostic spinal tapping,,,True,,,True,,spine,False,,,True,,,True,,,True,,,True,,,True,,,True,,,True
217,Angioplasty : Lt iliac a.,,,True,,iliac artery,False,,pelvis,False,,left,False,,,True,,,True,,angioplasty,False,,,True,,,True,,,True
218,MRI Brain + Venography (noncontrast),MR,MR,True,brain,brain,True,head,head,True,,,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
219,CT Research kidney_ KSY,CT,CT,True,kidney,kidney,True,abdomen,abdomen,True,bilateral,,False,WO,,False,,,True,,,True,,,True,,,True,,,True
220,Genitography,RF,,False,urethra,,False,pelvis,,False,,,True,W,,False,Views,,False,,,True,,,True,w,,False,,,True
221,SONO Neck Except Thyroid/Parathyroid,US,US,True,,neck,False,neck,neck,True,,unspecified,False,WO,,False,,,True,,,True,,,True,,,True,,,True
222,MRI T-spine: Thin Section (OP) (contrast),MR,MR,True,spine.thoracic,spine,False,chest,spine,False,,unspecified,False,W,W,True,,Thin Section,False,,,True,,,True,w,,False,,,True
223,Fluoroscopic foreign body removal (INT),RF,RF,True,,,True,,,True,,,True,WO,,False,,,True,substance removal,removal,False,foreign body,foreign body,True,,,True,,,True
224,Chest PA (미국 비자발급용),XR,XR,True,,,True,chest,chest,True,,unspecified,False,WO,WO,True,view; pa upright,PA,False,,,True,,,True,,,True,,,True
225,SONO Lymph node (1부위),US,US,True,,lymph node,False,,unspecified,False,,unspecified,False,WO,WO,True,,,True,,,True,,,True,,,True,,,True
226,SONO Research CEUS - YJI,,US,False,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
227,MRI Research_ Others KHJ (noncontrast),MR,MR,True,,,True,,,True,,,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
228,MRI Research - Brain KSM_GN42272,MR,MR,True,brain,brain,True,head,head,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
229,(HPC) L-S-spine AP,XR,XR,True,spine.lumbar,spine,False,abdomen,lower extremity,False,,unspecified,False,WO,WO,True,view; ap,AP,False,,,True,,,True,,,True,,,True
230,Hand Lt Obl,XR,,False,hand,hand,True,upper extremity,upper extremity,True,left,left,True,WO,,False,view,Oblique,False,,,True,,,True,,,True,,,True
231,"MRI Rt Ankle (감염, 관절염) (contrast)",MR,MR,True,ankle,ankle,True,lower extremity,lower extremity,True,right,right,True,W,W,True,,,True,,,True,,,True,w,,False,,"infection, arthritis",False
232,Research DEXA - Lt Knee,,DXA,False,,knee,False,,lower extremity,False,,left,False,,WO,False,,,True,,,True,,,True,,,True,,,True
233,MRI Research-SMW(TINN),MR,MR,True,,,True,,,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
234,D-L-spine AP(stand),XR,,False,spine.lumbar,spine,False,abdomen,lower extremity,False,,left,False,WO,,False,view; ap,AP,False,,,True,,,True,,,True,,,True
235,CT Sacrum Trauma + 3D (noncontrast),CT,CT,True,spine.lumbar,sacrum,False,abdomen,pelvis,False,,unspecified,False,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,trauma,False
236,"MRI Orbit - Optic nerve, mass (contrast)",MR,MR,True,orbit,optic nerve,False,head,head,True,unspecified,unspecified,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
237,Sclerotherapy: Check (INT),,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
238,CT Perfusion Brain (contrast),CT,CT,True,,brain,False,head,head,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
239,MRI Brain + Brain MRA + Carotid MRA + Diffusion (non contra,MR,MR,True,brain,brain,True,head,head,True,,unspecified,False,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
240,SONO Doppler UE vein Rt (Portable),US,US,True,upper extremity vein,vein,False,upper extremity,upper extremity,True,right,right,True,WO,,False,,,True,,,True,,,True,,,True,,,True
241,CT Rt Lower leg Trauma + 3D (noncontrast),CT,CT,True,lower leg,lower leg,True,lower extremity,lower extremity,True,right,right,True,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,trauma,False
242,Ped MRI Lymphangiography (noncontrast),MR,MR,True,,lymphatic system,False,,unspecified,False,,unspecified,False,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
243,CT Research Liver-optima (contrast),CT,CT,True,liver,liver,True,abdomen,abdomen,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
244,MRI RT Plan Pancreas (contrast),MR,MR,True,pancreas,pancreas,True,abdomen,abdomen,True,,unspecified,False,W,W,True,,,True,,,True,,,True,w,,False,,,True
245,MRI Research SVD - Perfusion (contrast),,MR,False,,,True,,,True,,,True,W,W,True,,,True,,,True,,,True,,,True,,,True
246,Hip Rt Translateral,XR,,False,hip,hip,True,lower extremity,lower extremity,True,right,right,True,WO,,False,view,Translateral,False,,,True,,,True,,,True,,,True
247,SONO Abdominal wall,US,US,True,,abdominal wall,False,abdomen,abdomen,True,,,True,WO,,False,,,True,,,True,,,True,,,True,,,True
248,CT Sella (3P) (contrast),CT,CT,True,posterior fossa,sella,False,head,head,True,,unspecified,False,W,W,True,,3P,False,,,True,,,True,w,,False,,,True
249,Colon,,,True,,colon,False,,abdomen,False,,,True,,,True,,,True,,,True,,,True,,,True,,,True
250,CT Research Chest(contrast) WO42017,,CT,False,,chest,False,,chest,False,,unspecified,False,,W,False,,,True,,,True,,,True,,,True,,,True
251,Change of Ureter stent Both (INT),,,True,ureter,ureter,True,abdomen,abdomen,True,unspecified,bilateral,False,W,,False,,,True,placement,,False,stent,,False,,,True,,,True
252,DVD Print(원외용)/장,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
253,Fluoroscopy(contrast),RF,RF,True,,,True,,,True,,,True,W,W,True,Views,,False,,,True,,,True,w,,False,,,True
254,MRI Brain Epilepsy (contrast),MR,MR,True,brain,brain,True,head,head,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,epilepsy,False
255,PCN Lt,,,True,,,True,,,True,,left,False,,,True,,,True,,,True,,,True,,,True,,,True
256,CT (Metal) Hip (arthroplasty) + 3D (noncontrast),CT,CT,True,hip,hip,True,lower extremity,lower extremity,True,unspecified,,False,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,,True
257,Spinal angiogram: 5-10vessels,RF,,False,spine vessel,,False,xxx,spine,False,,,True,WO,,False,Views,,False,,,True,,,True,,,True,,,True
258,(Accel) MRI Brain + Brain MRA + Carotid MRA (contrast),,MR,False,,brain,False,,head,False,,unspecified,False,W,W,True,,,True,,,True,,,True,,,True,,,True
259,CT Angio + 3D Neck(contrast),CT,CTA,False,,neck,False,neck,head,False,,unspecified,False,W,W,True,,3D,False,,,True,,,True,w,,False,,,True
260,Knee Both Skyline(1매),XR,,False,knee,knee,True,lower extremity,lower extremity,True,bilateral,bilateral,True,WO,,False,views 1 or 2,Skyline,False,,,True,,,True,,,True,,,True
261,CT Research liver+pelvis-W(contrast),CT,CT,True,,liver,False,abdomen,pelvis,False,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
262,CT Chest ILD Insp + 3D (noncontrast),CT,CT,True,,lung,False,chest,chest,True,,unspecified,False,WO,WO,True,,3D,False,,,True,,,True,wo,,False,,ild,False
263,CT (Metal) Rt Wrist + 3D (contrast),CT,CT,True,wrist,wrist,True,upper extremity,upper extremity,True,right,right,True,W,W,True,,3D,False,,,True,,,True,w,,False,,,True
264,"SONO Obstetric (Radiology) - 태아정밀(Anomaly) (Triplet)-2,3st trimester",US,US,True,,fetus,False,pelvis,abdomen,False,,unspecified,False,W,,False,,,True,,,True,,,True,,,True,second or third trimester,anomaly,False
265,CR 추가,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
266,Spinal puncture with contrast injection for CT(Musculoskelet,CT,CT,True,spine,spine,True,xxx,spine,False,,unspecified,False,W,W,True,,,True,,injection,False,,,True,w,,False,,,True
267,Cross table Both Lat,XR,,False,hip,,False,lower extremity,,False,bilateral,bilateral,True,WO,,False,view; lateral crosstable,crosstable lateral,False,,,True,,,True,,,True,,,True
268,MRI Cine Spinal cord (noncontrast),MR,MR,True,spine,spinal cord,False,xxx,spine,False,,,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
269,MRI Rt Knee - T2 Mapping (noncontrast),MR,MR,True,knee,knee,True,lower extremity,lower extremity,True,right,right,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
270,C-spine Lat(ext),XR,,False,spine.cervical,spine,False,neck,neck,True,,unspecified,False,WO,WO,True,view; lateral,Lateral,False,,,True,,,True,w,,False,,,True
271,PCN tube change Lt,,,True,,,True,,,True,,left,False,,,True,,,True,,,True,,,True,,,True,,,True
272,Forearm Rt (B)Obl(2회),XR,,False,,forearm,False,upper extremity,upper extremity,True,bilateral,right,False,WO,,False,views 2,Oblique,False,,,True,,,True,,,True,,,True
273,Elbow Both (B)Obl(2회),XR,,False,elbow,elbow,True,upper extremity,upper extremity,True,bilateral,bilateral,True,WO,,False,views; oblique,Oblique,False,,,True,,,True,,,True,,,True
274,Ureter dilatation Rt,,,True,,ureter,False,,abdomen,False,,right,False,,,True,,,True,,,True,,,True,,,True,,,True
275,MRI CE-MRA(Intracranial) (contrast),MR,MR,True,brain,brain,True,head,head,True,,,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
276,SONO Neck Except Thyroid/Parathyroid + Doppler,US,US,True,neck vessels,neck,False,neck,neck,True,unspecified,unspecified,True,WO,,False,,,True,,,True,,,True,,,True,,,True
277,Ped MRI Lymphangiography (contrast),,MR,False,,lymphatic system,False,,unspecified,False,,unspecified,False,,W,False,,,True,,,True,,,True,,,True,,,True
278,CT (Metal) Rt Knee Trauma + 3D (contrast),CT,CT,True,knee,knee,True,lower extremity,lower extremity,True,right,right,True,W,W,True,,3D,False,,,True,,,True,w,,False,,trauma,False
279,CT Research-IQon-Noncontrast-MSK-CJY,CT,CT,True,spine,,False,xxx,musculoskeletal,False,,,True,WO,WO,True,,,True,,,True,,,True,wo,,False,,,True
280,Digital Breast Tomosynthesis Lt,MG,MG,True,,breast,False,breast,chest,False,left,left,True,WO,,False,,,True,,,True,,,True,,,True,diagnostic,,False
281,MRI Lt Brachial plexus (종양) (contrast),MR,MR,True,,brachial plexus,False,upper extremity,neck,False,left,left,True,W,W,True,,,True,,,True,,,True,w,,False,,,True
282,(외부)MRI LS-spine,MR,MR,True,spine.lumbar,spine,False,abdomen,lower extremity,False,,unspecified,False,WO,,False,,,True,,,True,,,True,,,True,,,True
283,CT Whole body Low Dose + 3D (noncontrast),CT,CT,True,,,True,whole body,whole body,True,,,True,WO,WO,True,,,True,,,True,,,True,,,True,,,True
284,Lt Inferior phrenic arteriography,,NM,False,,inferior phrenic artery,False,,abdomen,False,,left,False,,,True,,,True,,,True,,,True,,,True,,,True
